Amenity,Price,Category
Sauna,446.0,Luxury
Sea view,472.2,Luxury
Semi-detached,222.57142857142858,Standard
Shared toilet,153.66666666666666,Standard
Single-room AC for guest accommodation,4180.9,Luxury
Sitting area,90.2,Standard
Slippers,215.28571428571428,Standard
Socket near the bed,138.0,Standard
Soundproof,61.0,Basic
Suit press,55.25,Basic
TV,13165.181818181818,Luxury
Tea/Coffee maker,100.55555555555556,Standard
Tile/Marble floor,5865.727272727273,Luxury
Toaster,105.33333333333333,Standard
Towels,10499.545454545454,Luxury
Towels/Sheets (extra fee),5450.875,Luxury
Video,130.8,Standard
Video games,190.5,Standard
View,155.5,Standard
Wake-up service/Alarm clock,5221.428571428572,Luxury
Walk-in closet,359.5,Luxury
Wireless internet,72.0,Standard
iPod dock,121.0,Standard
