Amenity,Price,Category
Unfinished,0.825688,Luxury
Unfinished Structure,0.38675371,Standard
Unfurnished,0.31282706818181816,Basic
Victorian Style,0.7543157925,Luxury
View - Great,0.20617315466666666,Basic
View - Lake,0.19145685666666667,Basic
View - Mountain,0.40964791285714286,Standard
View - Ocean,0.35561040000000005,Basic
View - Open,0.41423751750000004,Standard
Villa,0.812723225,Luxury
Walk In Closet,0.41435625,Standard
Walk-In Closet,0.7971859785714285,Luxury
Walk-in-Closet,0.3525,Basic
Washing Facilities (in apartment),0.37097796,Standard
Washing Facilities(in building),0.7795290171428572,Luxury
Water,0.3197081468181818,Basic
Water - Tank,0.7003992607142857,Luxury
Water Included,0.4125,Standard
Wheel Chair friendly,0.4125,Standard
Wheelchair Access,0.5045906250000001,Standard
Wheelchair Accessible,0.48460262454545455,Standard
Wood,0.604937316,Standard
